Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_101389,EID_51389,Rural,Mid,South,Zone 3,3,5,3,3809,Company Owned,59,1,0,1,151,45.0,,4,1,B,3,19,5137
WH_101390,EID_51390,Rural,Large,South,Zone 6,5,3,2,4495,Rented,50,0,0,1,57,29.0,,17,0,B+,5,23,19056
WH_101391,EID_51391,Rural,Small,South,Zone 1,0,0,4,4301,Rented,45,0,1,1,207,,,5,0,C,6,21,6074
WH_101392,EID_51392,Rural,Mid,South,Zone 3,4,0,2,5546,Rented,49,0,0,1,110,26.0,2004.0,30,0,B+,5,27,37102
WH_101393,EID_51393,Rural,Mid,North,Zone 2,8,0,4,5790,Company Owned,25,0,0,1,164,28.0,1999.0,26,1,B,2,1,34072
WH_101394,EID_51394,Rural,Mid,South,Zone 3,2,1,6,3555,Rented,16,0,0,1,85,24.0,,5,1,C,1,27,6057
WH_101395,EID_51395,Rural,Mid,West,Zone 2,0,0,3,4257,Company Owned,68,0,0,1,197,29.0,,31,0,A+,6,1,42136
WH_101396,EID_51396,Rural,Large,West,Zone 5,5,0,7,3675,Company Owned,45,0,0,0,171,25.0,2016.0,14,1,A+,1,10,21146
WH_101397,EID_51397,Rural,Large,North,Zone 6,6,0,2,5170,Company Owned,46,0,0,1,110,28.0,2009.0,20,1,A+,6,23,26135
WH_101398,EID_51398,Rural,Large,North,Zone 5,5,0,3,4329,Company Owned,47,0,0,1,149,31.0,2002.0,26,1,A+,6,14,37140
WH_101399,EID_51399,Urban,Large,North,Zone 6,3,0,4,4922,Rented,53,0,0,0,259,10.0,2006.0,25,1,A,3,6,33131
WH_101400,EID_51400,Rural,Mid,North,Zone 3,0,0,1,4783,Company Owned,49,0,0,1,176,29.0,,8,0,C,6,19,10147
WH_101401,EID_51401,Rural,Mid,North,Zone 4,8,0,2,6261,Company Owned,46,0,0,0,67,28.0,,4,1,C,2,26,5139
WH_101402,EID_51402,Rural,Mid,West,Zone 3,5,0,3,4643,Company Owned,62,0,0,1,185,31.0,1998.0,29,0,A,5,19,39115
WH_101403,EID_51403,Rural,Large,West,Zone 6,5,5,5,3878,Rented,16,0,0,0,152,37.0,,13,0,C,5,23,16099
WH_101404,EID_51404,Rural,Small,West,Zone 6,2,1,3,5659,Company Owned,41,1,0,1,66,33.0,,7,0,B+,5,8,9075
WH_101405,EID_51405,Urban,Mid,North,Zone 3,5,0,4,3903,Company Owned,15,0,0,0,91,25.0,2016.0,16,0,A,3,27,23130
WH_101406,EID_51406,Rural,Large,South,Zone 6,0,0,2,5804,Company Owned,50,0,0,1,107,40.0,,5,0,C,3,23,6125
WH_101407,EID_51407,Rural,Small,South,Zone 1,7,0,2,4138,Rented,22,0,0,1,168,35.0,2008.0,21,0,B,6,16,27145
WH_101408,EID_51408,Rural,Small,South,Zone 1,4,1,3,7599,Rented,57,0,0,0,213,14.0,2004.0,30,0,A,6,16,39079
WH_101409,EID_51409,Rural,Small,South,Zone 6,4,0,2,9630,Company Owned,41,0,0,1,267,37.0,2013.0,12,1,B,1,9,15087
WH_101410,EID_51410,Rural,Large,West,Zone 6,6,0,3,4369,Rented,28,0,0,1,181,32.0,2010.0,15,1,B,4,23,18093
WH_101411,EID_51411,Rural,Mid,West,Zone 4,2,0,2,5140,Rented,37,0,1,1,107,27.0,,20,0,B+,6,26,23131
WH_101412,EID_51412,Rural,Large,North,Zone 6,4,0,2,4604,Company Owned,63,0,0,0,160,30.0,2011.0,19,1,A+,1,28,25144
WH_101413,EID_51413,Rural,Mid,South,Zone 2,0,0,4,5388,Rented,53,1,0,1,228,28.0,,12,0,B,5,1,14068
WH_101414,EID_51414,Rural,Mid,West,Zone 3,0,0,4,4868,Rented,20,0,0,1,271,26.0,,27,0,A+,6,19,34073
WH_101415,EID_51415,Rural,Mid,West,Zone 2,1,1,3,3723,Company Owned,60,0,0,1,119,32.0,,14,0,C,2,1,18065
WH_101416,EID_51416,Urban,Mid,North,Zone 4,6,0,3,4535,Rented,18,0,0,1,92,20.0,2016.0,9,1,A+,2,26,12145
WH_101417,EID_51417,Rural,Large,North,Zone 6,8,0,3,5722,Rented,30,0,0,0,74,32.0,2006.0,24,0,C,2,23,30147
WH_101418,EID_51418,Rural,Mid,South,Zone 3,6,5,4,6045,Company Owned,64,1,0,1,63,44.0,,4,0,B,2,27,4057
WH_101419,EID_51419,Rural,Small,West,Zone 1,4,2,4,5182,Company Owned,60,0,0,0,193,51.0,,14,0,B+,6,30,17069
WH_101420,EID_51420,Rural,Small,South,Zone 1,0,1,3,3747,Rented,21,0,0,1,77,41.0,,13,0,A+,2,30,18133
WH_101421,EID_51421,Rural,Large,North,Zone 6,8,2,4,4424,Rented,17,0,0,0,66,26.0,2015.0,9,1,C,6,28,12104
WH_101422,EID_51422,Rural,Mid,East,Zone 4,3,0,6,3980,Company Owned,37,0,0,0,222,26.0,2021.0,5,0,B,3,26,5067
WH_101423,EID_51423,Rural,Small,North,Zone 6,7,1,3,5188,Company Owned,56,1,0,1,212,33.0,2013.0,16,1,B+,3,9,19061
WH_101424,EID_51424,Rural,Mid,South,Zone 2,1,0,3,4497,Rented,51,0,0,0,149,22.0,,19,0,A,2,32,24135
WH_101425,EID_51425,Rural,Mid,South,Zone 3,1,0,1,4201,Company Owned,59,0,1,1,190,31.0,,17,0,B,2,19,20108
WH_101426,EID_51426,Rural,Large,North,Zone 5,0,1,2,4545,Rented,51,0,0,0,209,23.0,,17,0,C,5,17,21095
WH_101427,EID_51427,Rural,Mid,East,Zone 3,5,0,5,4476,Company Owned,29,0,0,1,258,30.0,1997.0,27,1,A+,5,27,38114
WH_101428,EID_51428,Rural,Mid,North,Zone 2,0,0,2,5085,Rented,37,0,0,1,106,21.0,,18,0,A+,2,22,23079
WH_101429,EID_51429,Rural,Large,South,Zone 6,4,0,2,5823,Rented,45,0,0,1,163,27.0,2001.0,23,1,A+,4,29,32103
WH_101430,EID_51430,Rural,Mid,West,Zone 4,1,0,4,4947,Rented,54,0,0,1,86,29.0,,19,0,A+,3,26,25092
WH_101431,EID_51431,Rural,Mid,West,Zone 3,0,0,2,4476,Company Owned,48,0,0,1,91,30.0,,18,0,B+,2,19,23072
WH_101432,EID_51432,Rural,Mid,South,Zone 2,1,2,2,4719,Company Owned,43,0,0,1,156,36.0,,11,0,C,5,32,14105
WH_101433,EID_51433,Rural,Large,North,Zone 5,3,1,2,4862,Rented,67,0,0,1,88,28.0,2013.0,10,0,A,3,17,14078
WH_101434,EID_51434,Rural,Mid,East,Zone 4,7,0,9,4865,Rented,17,0,0,0,199,21.0,2003.0,26,0,B+,3,26,31138
WH_101435,EID_51435,Rural,Large,West,Zone 6,2,0,2,4005,Rented,28,0,0,0,58,17.0,,24,0,B,4,23,27069
WH_101436,EID_51436,Urban,Large,North,Zone 5,1,0,4,3891,Rented,34,0,0,1,123,20.0,,15,0,C,5,17,20071
WH_101437,EID_51437,Rural,Small,North,Zone 6,4,0,5,4530,Company Owned,16,1,0,1,235,31.0,2007.0,19,0,A,4,9,24095
WH_101438,EID_51438,Rural,Mid,South,Zone 2,3,0,2,5027,Rented,38,0,0,1,213,57.0,2015.0,13,0,A,6,32,17112
WH_101439,EID_51439,Rural,Mid,West,Zone 4,5,0,2,6122,Company Owned,66,0,0,1,223,32.0,2019.0,5,1,C,1,26,7104
WH_101440,EID_51440,Rural,Large,North,Zone 6,4,0,4,4991,Rented,33,0,0,0,253,20.0,2017.0,5,1,B,5,28,6055
WH_101441,EID_51441,Rural,Large,South,Zone 5,2,1,3,3685,Rented,22,0,0,0,259,31.0,,24,0,A,6,10,32140
WH_101442,EID_51442,Rural,Mid,South,Zone 2,3,3,3,4512,Company Owned,27,0,0,0,230,21.0,,25,0,B+,3,22,28124
WH_101443,EID_51443,Rural,Mid,West,Zone 4,8,0,4,4096,Company Owned,16,0,0,1,71,27.0,2020.0,9,1,C,3,26,13130
WH_101444,EID_51444,Rural,Small,North,Zone 1,3,0,4,5515,Company Owned,48,0,0,1,207,25.0,1997.0,25,1,B+,5,16,30082
WH_101445,EID_51445,Rural,Small,West,Zone 6,5,0,3,5064,Rented,47,0,0,0,219,23.0,1997.0,31,0,A,3,9,42091
WH_101446,EID_51446,Rural,Small,North,Zone 6,3,0,4,4500,Company Owned,23,0,0,1,86,30.0,2003.0,22,0,A,2,13,30099
WH_101447,EID_51447,Rural,Small,North,Zone 1,6,0,3,4535,Rented,28,0,0,1,146,44.0,2003.0,30,1,A+,4,30,43058
WH_101448,EID_51448,Rural,Small,North,Zone 1,1,0,3,4611,Rented,56,1,0,1,171,25.0,,25,0,B,3,30,29078
WH_101449,EID_51449,Rural,Mid,West,Zone 4,3,0,4,4754,Rented,15,0,0,0,63,31.0,1996.0,23,1,B,6,26,29146
WH_101450,EID_51450,Rural,Mid,South,Zone 3,6,1,2,5317,Rented,16,0,0,1,198,23.0,2020.0,5,1,B,1,19,6105
WH_101451,EID_51451,Rural,Mid,North,Zone 3,2,2,3,6735,Company Owned,36,0,0,1,220,28.0,,24,0,B+,4,27,29122
WH_101452,EID_51452,Rural,Large,West,Zone 6,1,0,3,5942,Rented,24,0,0,0,219,14.0,,11,0,B,1,23,14065
WH_101453,EID_51453,Rural,Large,West,Zone 6,4,0,6,4157,Company Owned,33,0,0,1,137,33.0,2013.0,12,1,B,2,6,14130
WH_101454,EID_51454,Rural,Mid,South,Zone 2,5,0,3,4636,Company Owned,47,0,0,1,255,37.0,1999.0,30,1,A+,5,32,39112
WH_101455,EID_51455,Rural,Large,North,Zone 6,8,2,4,3920,Rented,42,0,0,0,72,36.0,,4,1,A+,5,28,5096
WH_101456,EID_51456,Rural,Mid,South,Zone 3,2,3,2,2900,Rented,21,0,0,0,211,21.0,,22,0,A+,3,19,28092
WH_101457,EID_51457,Rural,Large,North,Zone 5,3,1,2,5039,Rented,52,0,0,1,233,24.0,1998.0,30,0,A,3,14,39056
WH_101458,EID_51458,Rural,Small,South,Zone 6,8,1,4,4852,Rented,38,1,1,1,120,38.0,2022.0,4,0,C,3,15,5077
WH_101459,EID_51459,Rural,Mid,West,Zone 2,1,0,3,4404,Company Owned,27,0,0,1,246,30.0,,23,0,C,2,12,29096
WH_101460,EID_51460,Rural,Small,West,Zone 1,7,0,2,5514,Company Owned,48,0,0,1,56,27.0,2000.0,25,1,B+,3,30,33118
WH_101461,EID_51461,Rural,Mid,West,Zone 4,0,0,3,6014,Company Owned,43,1,0,0,103,46.0,,11,0,B+,2,11,14091
WH_101462,EID_51462,Rural,Mid,North,Zone 4,4,0,4,4749,Company Owned,45,0,0,1,235,27.0,2016.0,17,1,B+,4,26,22090
WH_101463,EID_51463,Rural,Large,North,Zone 5,4,1,2,8418,Rented,16,0,0,1,176,34.0,,22,0,C,3,5,28137
WH_101464,EID_51464,Rural,Mid,North,Zone 2,4,4,3,5308,Company Owned,69,0,0,1,154,25.0,2003.0,23,1,B+,6,12,27094
WH_101465,EID_51465,Rural,Mid,West,Zone 3,0,0,4,4103,Company Owned,62,1,0,1,236,28.0,,22,0,B+,6,19,27063
WH_101466,EID_51466,Rural,Mid,South,Zone 2,8,0,3,6891,Rented,53,0,0,0,241,22.0,2022.0,8,0,C,3,22,10103
WH_101467,EID_51467,Urban,Large,North,Zone 6,0,0,2,4751,Company Owned,32,0,0,1,80,34.0,,25,0,C,4,23,33134
WH_101468,EID_51468,Rural,Large,North,Zone 6,1,0,1,4836,Company Owned,30,0,0,1,131,36.0,,13,1,B,2,28,16133
WH_101469,EID_51469,Rural,Large,North,Zone 6,5,0,3,5560,Company Owned,34,0,0,1,159,29.0,2001.0,32,0,A,2,28,43112
WH_101470,EID_51470,Rural,Small,North,Zone 1,6,0,1,6295,Rented,65,0,0,0,179,44.0,2016.0,17,1,B+,4,31,21087
WH_101471,EID_51471,Urban,Small,South,Zone 1,4,1,2,5199,Rented,33,0,0,1,256,32.0,1999.0,14,1,B+,2,21,17095
WH_101472,EID_51472,Rural,Mid,South,Zone 4,3,0,2,6300,Company Owned,67,1,0,1,199,28.0,2013.0,19,1,A,4,26,28139
WH_101473,EID_51473,Urban,Large,South,Zone 6,5,4,4,5048,Rented,66,0,0,1,168,29.0,2004.0,25,1,C,4,29,33099
WH_101474,EID_51474,Rural,Small,North,Zone 6,0,0,4,4225,Rented,19,0,0,0,107,21.0,,4,0,B+,1,13,5085
WH_101475,EID_51475,Rural,Small,South,Zone 6,7,1,4,3715,Rented,63,0,0,0,253,20.0,1998.0,30,1,A+,4,2,40137
WH_101476,EID_51476,Rural,Small,South,Zone 6,3,0,2,5267,Rented,16,0,0,0,177,21.0,2011.0,21,0,B,6,9,26114
WH_101477,EID_51477,Rural,Large,North,Zone 6,5,1,4,5473,Company Owned,32,0,0,1,126,56.0,,21,1,A+,2,29,27117
WH_101478,EID_51478,Rural,Small,North,Zone 1,7,4,2,5370,Rented,49,0,0,1,57,29.0,2022.0,5,0,B,3,31,6107
WH_101479,EID_51479,Rural,Large,West,Zone 5,7,0,2,5448,Company Owned,69,0,0,1,168,29.0,2011.0,22,0,B,5,14,26080
WH_101480,EID_51480,Urban,Mid,South,Zone 4,0,4,2,5949,Rented,24,0,0,0,91,19.0,,22,0,A,2,26,28079
WH_101481,EID_51481,Rural,Mid,South,Zone 4,4,1,2,5320,Rented,66,0,0,0,155,19.0,2020.0,6,0,C,3,26,8105
WH_101482,EID_51482,Rural,Large,South,Zone 6,6,4,3,4990,Company Owned,48,0,0,0,86,20.0,2000.0,36,1,A+,5,29,48142
WH_101483,EID_51483,Rural,Large,West,Zone 5,6,0,2,4942,Company Owned,15,1,1,1,57,,2012.0,9,0,B,5,10,11081
WH_101484,EID_51484,Rural,Mid,South,Zone 3,5,0,2,4267,Company Owned,43,0,0,1,110,28.0,2008.0,15,1,B,6,19,20073
WH_101485,EID_51485,Rural,Mid,South,Zone 3,7,0,3,4355,Company Owned,53,0,0,0,103,21.0,2023.0,0,0,,0,27,6097
WH_101486,EID_51486,Rural,Small,North,Zone 1,6,0,2,4495,Rented,28,0,0,1,257,,2017.0,9,0,B+,6,21,11133
WH_101487,EID_51487,Rural,Mid,North,Zone 4,5,0,3,4955,Rented,55,0,0,0,134,18.0,2016.0,11,0,A,3,26,15055
WH_101488,EID_51488,Rural,Large,West,Zone 6,7,0,3,3734,Company Owned,37,0,0,1,201,35.0,2007.0,20,0,C,3,6,27114
WH_101489,EID_51489,Rural,Large,North,Zone 5,3,0,2,4903,Company Owned,63,0,0,1,108,34.0,2014.0,11,1,A+,6,17,15079
WH_101490,EID_51490,Rural,Large,North,Zone 6,3,1,3,6086,Company Owned,40,0,0,0,111,41.0,2004.0,30,0,B+,4,28,36125
WH_101491,EID_51491,Rural,Large,North,Zone 5,4,0,4,4573,Company Owned,38,0,0,0,66,50.0,2012.0,20,0,B+,4,14,24067
WH_101492,EID_51492,Rural,Large,North,Zone 6,1,1,2,5680,Company Owned,40,0,0,1,269,26.0,,0,0,,0,28,4093
WH_101493,EID_51493,Rural,Small,North,Zone 1,0,0,4,4899,Rented,55,0,1,1,246,25.0,,21,0,B+,4,3,26137
WH_101494,EID_51494,Rural,Large,North,Zone 6,7,0,3,4995,Company Owned,60,0,0,1,153,29.0,,16,0,C,4,28,20069
WH_101495,EID_51495,Rural,Large,North,Zone 5,6,0,3,3798,Rented,45,0,0,1,65,31.0,,24,1,A,4,17,32080
WH_101496,EID_51496,Rural,Small,West,Zone 6,0,0,2,3557,Company Owned,70,1,0,1,175,31.0,,23,0,B+,3,9,28145
WH_101497,EID_51497,Rural,Large,North,Zone 6,6,0,3,6902,Rented,30,0,0,0,105,,,13,0,C,3,6,17083
WH_101498,EID_51498,Rural,Mid,North,Zone 4,7,0,3,5262,Company Owned,49,1,0,0,120,20.0,2016.0,14,0,B+,5,26,16063
WH_101499,EID_51499,Rural,Mid,South,Zone 2,1,1,3,4722,Rented,28,0,0,0,151,36.0,,5,0,B+,2,32,6144
WH_101500,EID_51500,Rural,Large,North,Zone 5,6,2,2,4496,Company Owned,42,0,0,1,116,48.0,,13,1,A+,6,14,17132
WH_101501,EID_51501,Rural,Large,North,Zone 6,8,0,2,4847,Company Owned,42,1,0,1,78,33.0,2022.0,0,0,,0,28,8062
WH_101502,EID_51502,Rural,Small,South,Zone 6,8,0,2,5126,Rented,36,0,0,0,192,40.0,2016.0,13,0,C,6,15,17098
WH_101503,EID_51503,Rural,Large,North,Zone 6,0,2,2,5941,Company Owned,57,0,0,1,72,37.0,,24,0,C,3,23,31088
WH_101504,EID_51504,Rural,Small,South,Zone 1,7,1,2,4325,Rented,52,0,0,0,113,20.0,2017.0,9,0,C,1,16,12125
WH_101505,EID_51505,Rural,Large,West,Zone 5,0,1,4,2557,Company Owned,21,1,0,1,123,33.0,,24,0,A+,6,14,31079
WH_101506,EID_51506,Rural,Large,West,Zone 6,3,0,4,4370,Rented,36,0,0,0,171,,2020.0,6,0,A,3,23,8100
WH_101507,EID_51507,Rural,Large,South,Zone 5,7,0,2,5671,Rented,47,0,0,1,75,28.0,2017.0,12,0,B,2,10,15123
WH_101508,EID_51508,Rural,Large,North,Zone 6,1,3,2,5723,Company Owned,49,0,0,0,154,30.0,,24,0,A,4,6,31094
WH_101509,EID_51509,Rural,Small,South,Zone 6,6,0,4,4066,Company Owned,59,0,0,1,230,22.0,2013.0,15,1,B,4,9,19116
WH_101510,EID_51510,Rural,Mid,North,Zone 3,6,0,2,6033,Rented,24,0,0,0,140,28.0,2016.0,21,0,B+,5,27,26120
WH_101511,EID_51511,Rural,Mid,West,Zone 2,7,0,4,4465,Rented,38,0,0,0,113,27.0,1997.0,39,1,A+,6,12,55057
WH_101512,EID_51512,Rural,Mid,South,Zone 3,1,0,2,4729,Company Owned,24,0,0,0,110,22.0,,16,0,C,2,19,20125
WH_101513,EID_51513,Rural,Mid,North,Zone 2,5,0,3,5183,Rented,67,0,0,1,158,36.0,2002.0,24,0,B+,5,12,29120
WH_101514,EID_51514,Rural,Mid,West,Zone 4,0,0,4,5380,Rented,45,0,0,0,234,27.0,,4,0,C,3,26,5076
WH_101515,EID_51515,Urban,Large,West,Zone 6,8,2,4,4546,Rented,20,0,0,1,195,,,15,0,A,2,29,19070
WH_101516,EID_51516,Rural,Large,West,Zone 5,2,0,3,3939,Rented,66,0,0,1,221,24.0,,34,1,B,5,14,43099
WH_101517,EID_51517,Rural,Large,West,Zone 5,2,2,4,3912,Rented,18,0,0,1,269,28.0,,28,0,C,5,14,36120
WH_101518,EID_51518,Rural,Large,North,Zone 6,1,0,1,4979,Rented,38,0,0,1,205,31.0,,25,0,A,5,28,31086
WH_101519,EID_51519,Rural,Large,North,Zone 6,8,0,6,3295,Rented,18,0,0,0,80,23.0,1998.0,30,0,B+,2,23,37124
WH_101520,EID_51520,Rural,Large,North,Zone 6,3,0,1,4631,Rented,19,0,0,0,262,28.0,,6,1,C,2,23,7139
WH_101521,EID_51521,Rural,Large,West,Zone 6,6,0,4,6813,Rented,18,1,0,1,198,27.0,2010.0,18,0,B,2,23,21080
WH_101522,EID_51522,Rural,Mid,North,Zone 3,1,0,4,3053,Company Owned,22,0,1,1,102,23.0,,20,0,A,3,27,27063
WH_101523,EID_51523,Rural,Mid,West,Zone 4,5,3,4,4210,Company Owned,59,0,0,1,233,23.0,,17,0,A,6,26,22082
WH_101524,EID_51524,Rural,Mid,South,Zone 2,4,3,2,3964,Company Owned,70,0,0,1,105,27.0,,16,1,A+,4,32,21078
WH_101525,EID_51525,Rural,Mid,South,Zone 4,8,0,3,5408,Company Owned,28,0,0,1,178,25.0,2007.0,16,0,B+,4,26,20115
WH_101526,EID_51526,Rural,Large,North,Zone 5,5,0,3,3960,Company Owned,23,0,0,1,197,26.0,2005.0,25,0,C,3,14,31089
WH_101527,EID_51527,Rural,Mid,North,Zone 2,4,3,3,4839,Company Owned,43,1,0,1,116,34.0,,23,1,A,6,12,30097
WH_101528,EID_51528,Rural,Large,West,Zone 6,0,1,2,4497,Company Owned,28,1,0,1,183,35.0,,18,0,A+,3,23,23099
WH_101529,EID_51529,Rural,Large,North,Zone 5,7,0,2,8355,Company Owned,44,0,0,0,226,25.0,2001.0,37,1,A+,3,14,52097
WH_101530,EID_51530,Rural,Small,North,Zone 1,2,0,3,3284,Company Owned,29,0,0,0,235,,,13,0,B,3,21,15142
WH_101531,EID_51531,Rural,Small,South,Zone 1,8,5,2,5570,Company Owned,37,0,0,0,108,20.0,,16,1,A+,4,21,22071
WH_101532,EID_51532,Rural,Mid,North,Zone 3,8,4,3,6194,Rented,17,1,0,1,161,34.0,2012.0,12,0,B,2,27,14127
WH_101533,EID_51533,Rural,Large,North,Zone 6,4,0,4,4820,Rented,52,0,0,0,152,18.0,2011.0,19,0,B,5,6,23146
WH_101534,EID_51534,Rural,Mid,West,Zone 4,4,2,7,4949,Rented,64,0,0,0,204,29.0,,16,0,B,3,11,18092
WH_101535,EID_51535,Rural,Large,North,Zone 6,3,2,4,4087,Rented,62,0,1,1,125,26.0,,4,0,A,5,28,6074
WH_101536,EID_51536,Rural,Mid,South,Zone 2,7,2,2,5085,Rented,24,0,0,1,222,26.0,2015.0,9,0,C,6,32,12122
WH_101537,EID_51537,Rural,Mid,North,Zone 4,4,0,3,4002,Company Owned,70,1,0,1,225,20.0,1998.0,27,0,C,3,26,34112
WH_101538,EID_51538,Rural,Mid,North,Zone 4,4,1,4,5147,Company Owned,47,0,0,0,56,28.0,2003.0,26,0,B,3,26,31142
WH_101539,EID_51539,Rural,Mid,South,Zone 3,8,0,3,4514,Company Owned,61,0,0,0,205,22.0,2015.0,15,0,C,4,27,21120
WH_101540,EID_51540,Urban,Mid,West,Zone 4,5,0,4,4862,Company Owned,39,1,0,1,261,31.0,2010.0,22,0,A,4,26,29138
WH_101541,EID_51541,Rural,Mid,North,Zone 4,1,0,3,4775,Rented,50,0,0,1,259,31.0,,27,1,C,5,26,35106
WH_101542,EID_51542,Rural,Mid,South,Zone 2,8,2,2,4920,Company Owned,37,0,0,1,154,29.0,2001.0,21,0,B+,6,32,24126
WH_101543,EID_51543,Urban,Large,North,Zone 6,1,2,2,6098,Rented,26,0,0,1,56,24.0,,31,0,B+,3,6,37150
WH_101544,EID_51544,Rural,Large,North,Zone 6,5,1,2,5122,Company Owned,20,0,0,0,121,27.0,,17,0,A,3,23,21143
WH_101545,EID_51545,Rural,Mid,West,Zone 4,6,1,4,4367,Rented,24,0,0,1,176,33.0,,4,0,C,1,11,6111
WH_101546,EID_51546,Rural,Large,South,Zone 5,6,0,2,3742,Company Owned,45,1,0,1,212,29.0,2020.0,6,1,C,1,14,8129
WH_101547,EID_51547,Rural,Large,North,Zone 6,8,0,2,4857,Rented,64,0,0,0,109,28.0,2011.0,18,1,A+,5,6,24064
WH_101548,EID_51548,Rural,Large,West,Zone 6,1,0,4,3565,Company Owned,20,1,0,1,152,,,19,1,C,6,23,25089
WH_101549,EID_51549,Rural,Large,North,Zone 6,8,3,2,4405,Rented,47,0,1,1,137,,,27,0,B+,6,28,32139
WH_101550,EID_51550,Rural,Mid,West,Zone 4,3,1,3,4759,Company Owned,66,0,0,1,253,26.0,2020.0,5,0,C,3,11,6136
WH_101551,EID_51551,Rural,Mid,West,Zone 4,1,3,4,4284,Company Owned,36,1,1,1,86,42.0,,5,0,C,1,11,6097
WH_101552,EID_51552,Rural,Small,West,Zone 1,4,0,5,4878,Rented,17,0,0,1,151,30.0,2005.0,25,1,A+,3,3,33063
WH_101553,EID_51553,Rural,Mid,South,Zone 4,7,3,2,6165,Rented,25,0,0,1,132,29.0,,26,1,A+,3,26,34137
WH_101554,EID_51554,Rural,Small,North,Zone 1,7,2,3,6468,Company Owned,27,0,0,1,58,36.0,1999.0,31,0,B+,2,21,38143
WH_101555,EID_51555,Rural,Large,North,Zone 5,6,0,2,6008,Company Owned,31,1,0,1,268,41.0,2011.0,18,1,B+,4,17,23127
WH_101556,EID_51556,Rural,Mid,East,Zone 3,4,0,4,4027,Rented,42,0,0,0,235,37.0,2003.0,25,0,B+,6,27,29102
WH_101557,EID_51557,Rural,Large,West,Zone 5,2,0,4,4981,Rented,57,0,0,1,172,24.0,,14,0,A,3,10,19146
WH_101558,EID_51558,Rural,Large,North,Zone 6,1,2,4,4173,Company Owned,42,0,0,1,189,39.0,,18,1,A+,6,28,23077
WH_101559,EID_51559,Rural,Mid,West,Zone 3,7,2,4,3176,Rented,64,0,0,1,87,31.0,,24,0,A,2,27,30121
WH_101560,EID_51560,Urban,Mid,West,Zone 4,3,1,4,7465,Company Owned,19,0,0,1,179,22.0,2002.0,33,0,B,4,26,39063
WH_101561,EID_51561,Urban,Mid,West,Zone 2,8,1,4,4075,Rented,36,0,0,1,212,35.0,,27,0,C,3,1,34059
WH_101562,EID_51562,Rural,Mid,West,Zone 2,8,1,3,4001,Company Owned,69,0,0,1,56,22.0,,4,0,A,2,12,5108
WH_101563,EID_51563,Rural,Mid,South,Zone 2,1,0,2,6617,Company Owned,28,0,0,1,211,26.0,,9,0,B+,1,32,10114
WH_101564,EID_51564,Rural,Mid,South,Zone 2,5,1,2,5299,Rented,28,0,0,1,206,28.0,2011.0,14,1,B+,4,32,17122
WH_101565,EID_51565,Rural,Mid,West,Zone 4,6,3,2,5913,Rented,24,0,0,0,122,21.0,,21,1,A+,6,11,28062
WH_101566,EID_51566,Rural,Mid,South,Zone 3,5,0,2,5633,Company Owned,20,0,0,1,82,40.0,2009.0,20,0,B,4,19,25130
WH_101567,EID_51567,Rural,Small,North,Zone 6,7,0,3,5668,Company Owned,62,0,0,0,126,28.0,2003.0,26,1,A,2,8,34128
WH_101568,EID_51568,Rural,Small,East,Zone 6,8,0,12,4642,Rented,37,0,0,1,208,19.0,2020.0,6,1,C,1,15,8131
WH_101569,EID_51569,Rural,Mid,South,Zone 4,8,0,2,4586,Company Owned,42,0,0,1,145,27.0,,12,0,B,4,26,14135
WH_101570,EID_51570,Rural,Large,North,Zone 5,8,0,3,4537,Rented,54,0,0,1,171,25.0,2017.0,11,1,A+,2,24,16070
WH_101571,EID_51571,Rural,Mid,West,Zone 4,8,3,4,4731,Rented,66,0,0,0,210,24.0,,8,1,A+,6,11,10064
WH_101572,EID_51572,Rural,Small,West,Zone 6,7,1,2,5421,Rented,56,0,0,0,108,17.0,2013.0,13,0,A,5,15,18058
WH_101573,EID_51573,Rural,Small,West,Zone 6,5,0,5,5247,Company Owned,59,0,0,1,71,35.0,2019.0,7,1,B,1,9,9144
WH_101574,EID_51574,Urban,Mid,North,Zone 3,2,0,3,4817,Rented,44,0,0,1,210,29.0,,7,0,B+,1,27,8101
WH_101575,EID_51575,Rural,Mid,North,Zone 4,0,1,4,4686,Company Owned,33,0,0,0,72,32.0,,14,0,B,5,26,17065
WH_101576,EID_51576,Rural,Mid,West,Zone 3,0,2,4,3980,Company Owned,69,0,0,1,172,27.0,,25,0,A+,6,19,32115
WH_101577,EID_51577,Rural,Mid,West,Zone 2,5,1,4,5832,Company Owned,29,0,0,1,77,23.0,2003.0,25,0,A,4,18,33100
WH_101578,EID_51578,Rural,Mid,South,Zone 2,2,0,2,5411,Rented,67,0,0,0,227,17.0,,23,1,B,6,22,28086
WH_101579,EID_51579,Rural,Large,West,Zone 5,8,0,4,6459,Company Owned,53,0,1,1,224,27.0,2021.0,4,1,C,2,25,5151
WH_101580,EID_51580,Urban,Small,South,Zone 6,4,1,3,7753,Rented,24,0,0,0,262,15.0,2011.0,15,0,B+,3,15,18129
